id,clientHead,clientId,clientName,companyId,fileName,fileSize,ifEncryption,ifExpression,imgHeight,imgWidth,msgContent,msgType,opTime,readFlag,sendType,serAgentId,serverLoginNum,serverName,times,upTime,width,wxMsgStatus,msgTag,channle,
46916,,oqJZ5xE94Z1Xqa9EfvJ3KaHkeKuI,Leon,1001,,,,,,,断,0,2021/11/1 2:46,0,0,0,yunxiaomi,小保客服,0,,,,0,微信公众号,
46917,,oqJZ5xE94Z1Xqa9EfvJ3KaHkeKuI,Leon,1001,,,,,,,抱歉，小保现有知识库中查询不到此问题。请换一种问法重新提问。如果仍不能找到您提问内容的对应问题，您可以输入“转人工”与我们的客服工作人员进行在线交流,1,2021/11/1 2:46,0,0,0,yunxiaomi,小保客服,0,,,,0,微信公众号,
46918,,oqJZ5xE94Z1Xqa9EfvJ3KaHkeKuI,Leon,1001,,,,,,,断交,0,2021/11/1 2:46,0,0,0,yunxiaomi,小保客服,0,,,,0,微信公众号,
46919,,oqJZ5xE94Z1Xqa9EfvJ3KaHkeKuI,Leon,1001,,,,,,,抱歉，小保现有知识库中查询不到此问题。请换一种问法重新提问。如果仍不能找到您提问内容的对应问题，您可以输入“转人工”与我们的客服工作人员进行在线交流,1,2021/11/1 2:46,0,0,0,yunxiaomi,小保客服,0,,,,0,微信公众号,
46920,,oqJZ5xNURaWepOV7Ak5F5-s1DsDg,? ?米粒???????,1001,,,,,,,注册医疗保险,0,2021/11/1 4:01,0,0,0,yunxiaomi,小保客服,0,,,,0,微信公众号,
46921,,oqJZ5xNURaWepOV7Ak5F5-s1DsDg,? ?米粒???????,1001,,,,,,,请选择您想要咨询的问题：办理医疗保险关系接续业务所需材料?缴多少?吉林省社会医疗保险管理局简介?如果您咨询的问题不在上述问法中，请换一种问法，重新提问。,1,2021/11/1 4:01,0,0,0,yunxiaomi,小保客服,0,,,,0,微信公众号,
46922,,oqJZ5xNURaWepOV7Ak5F5-s1DsDg,? ?米粒???????,1001,,,,,,,办理医疗保险关系接续业务所需材料,0,2021/11/1 4:01,0,0,0,yunxiaomi,小保客服,0,,,,0,微信公众号,
46923,,oqJZ5xNURaWepOV7Ak5F5-s1DsDg,? ?米粒???????,1001,,,,,,,"（1）原参保地医保经办机构出具的《基本医疗保险参保凭证》；
（2）参保人员身份证；
（3）原参保地医保经办机构出具的《参保人员基本医疗保险信息表》。",1,2021/11/1 4:01,0,0,0,yunxiaomi,小保客服,0,,,,0,微信公众号,
46924,,59d26bafb8f4062e7115e23d04c36d0d,Guest_1mdjoy,1001,,,,,,,个人省直医保明细查询,0,2021/11/1 6:30,0,0,0,yunxiaomi,小保客服,0,,,,0,在线客服,
46925,,59d26bafb8f4062e7115e23d04c36d0d,Guest_1mdjoy,1001,,,,,,,请选择您想要咨询的问题：省医保服务大厅地址?省直医保服务时间?省直定点机构有哪些?如果您咨询的问题不在上述问法中，请换一种问法，重新提问。,1,2021/11/1 6:30,0,0,0,yunxiaomi,小保客服,0,,,,0,在线客服,
46926,,59d26bafb8f4062e7115e23d04c36d0d,Guest_1mdjoy,1001,,,,,,,个人医保卡余额查询,0,2021/11/1 6:31,0,0,0,yunxiaomi,小保客服,0,,,,0,在线客服,
46927,,59d26bafb8f4062e7115e23d04c36d0d,Guest_1mdjoy,1001,,,,,,,请选择您想要咨询的问题：缴多少?谁来缴?月刷卡额度?如果您咨询的问题不在上述问法中，请换一种问法，重新提问。,1,2021/11/1 6:31,0,0,0,yunxiaomi,小保客服,0,,,,0,在线客服,
46928,,oqJZ5xIEfE5yjVTm0_gsfgZ1pCXw,阿顾,1001,,,,,,,暂停参保,0,2021/11/1 7:49,0,0,0,yunxiaomi,小保客服,0,,,,0,微信公众号,
46929,,oqJZ5xIEfE5yjVTm0_gsfgZ1pCXw,阿顾,1001,,,,,,,请选择您想要咨询的问题：转移办理流程?办理职工停保需要哪些材料?定点机构无法为省直参保人提供服务怎么办?如果您咨询的问题不在上述问法中，请换一种问法，重新提问。,1,2021/11/1 7:49,0,0,0,yunxiaomi,小保客服,0,,,,0,微信公众号,
46930,,oqJZ5xIEfE5yjVTm0_gsfgZ1pCXw,阿顾,1001,,,,,,,办理职工停保需要哪些材料,0,2021/11/1 7:49,0,0,0,yunxiaomi,小保客服,0,,,,0,微信公众号,
46931,,oqJZ5xIEfE5yjVTm0_gsfgZ1pCXw,阿顾,1001,,,,,,,"1.《吉林省医疗工伤生育保险参保人员退（停）保登记表》；2.停保手续
2.1辞职提供：个人辞职申请书、辞去公职申请表、辞去公职批准文件及编制本减少页；
2.2调转统筹外提供：调转文件、调动审批呈报表、商调函、调动审批表及编制本减少页；
2.3违纪或法院判刑提供：法院的判决书、编制本减少页、纪检部门、上级主管单位或本单位出具的开除公职的红头文件；
2.4人员失踪提供：相关的减员手续、情况说明并加盖公章、刊登声明的报纸、编制本减少页；
2.5企业单位与编外合同制人员提供：解除劳动合同证明书或解除（终止）聘用合同备案名册。
",1,2021/11/1 7:49,0,0,0,yunxiaomi,小保客服,0,,,,0,微信公众号,
46932,,oqJZ5xD7mx3fVm20fKbqRCXA40CY,LLL,1001,,,,,,,医保缴费,0,2021/11/1 7:51,0,0,0,yunxiaomi,小保客服,0,,,,0,微信公众号,
46933,,oqJZ5xD7mx3fVm20fKbqRCXA40CY,LLL,1001,,,,,,,已参保缴费人可直接通过以下方式办理缴费手续，未参保缴费人请先到各地医保部门指定渠道办理参保登记后，再通过以下方式办理缴费手续。银行窗口：可办理业务的银行包括工商银行、农业银行、建设银行、交通银行、邮储银行、吉林银行、吉林农信银行、招商银行、兴业银行、中国银行、中信银行、光大银行、浦发银行、华夏银行。微信公众号：微信搜索关注“吉林税务”公众号，点击左下角，“办税缴费”按钮，选择“城乡居民社保缴费”功能，即可按提示操作完成缴费。微信小程序：微信搜索“城乡居民社保缴费”小程序扫描下方二维码，即可按提示操作完成缴费。支付宝：支付宝搜索“城市服务”点击“税务”后选择“吉林税务”，即可按提示操作完成缴费。移动POS机缴费：在代收单位开展代收工作期间，缴费人可通过税务部门开发的移动缴费POS机完成刷卡缴费。,1,2021/11/1 7:51,0,0,0,yunxiaomi,小保客服,0,,,,0,微信公众号,
46934,,oqJZ5xMO2zBfwsrZCjRGSfYesT9s,此号做废、加我新号,1001,,,,,,,查余额,0,2021/11/1 8:21,0,0,0,yunxiaomi,小保客服,0,,,,0,微信公众号,
46935,,oqJZ5xMO2zBfwsrZCjRGSfYesT9s,此号做废、加我新号,1001,,,,,,,请选择您想要咨询的问题：职工停保后卡内余额如何处理?接续办理流程?缴多少?如果您咨询的问题不在上述问法中，请换一种问法，重新提问。,1,2021/11/1 8:21,0,0,0,yunxiaomi,小保客服,0,,,,0,微信公众号,
46936,,oqJZ5xMO2zBfwsrZCjRGSfYesT9s,此号做废、加我新号,1001,,,,,,,查询医保卡余额,0,2021/11/1 8:21,0,0,0,yunxiaomi,小保客服,0,,,,0,微信公众号,
46937,,oqJZ5xMO2zBfwsrZCjRGSfYesT9s,此号做废、加我新号,1001,,,,,,,请选择您想要咨询的问题：缴多少?月刷卡额度?职工停保后卡内余额如何处理?如果您咨询的问题不在上述问法中，请换一种问法，重新提问。,1,2021/11/1 8:21,0,0,0,yunxiaomi,小保客服,0,,,,0,微信公众号,
46938,,5e6c440364771b3ca9c210a2ce549f09,Guest_0nvxsd,1001,,,,,,,医保转移,0,2021/11/1 8:25,0,0,0,yunxiaomi,小保客服,0,,,,0,在线客服,
46939,,5e6c440364771b3ca9c210a2ce549f09,Guest_0nvxsd,1001,,,,,,,新参保地出具的《基本医疗保险关系转移接续联系函》。,1,2021/11/1 8:25,0,0,0,yunxiaomi,小保客服,0,,,,0,在线客服,
46940,,5e6c440364771b3ca9c210a2ce549f09,Guest_0nvxsd,1001,,,,,,,去哪里办理,0,2021/11/1 8:25,0,0,0,yunxiaomi,小保客服,0,,,,0,在线客服,
46941,,5e6c440364771b3ca9c210a2ce549f09,Guest_0nvxsd,1001,,,,,,,请选择您想要咨询的问题：高额刷卡登记、办理地点?如何缴?在职转退休办理流程?如果您咨询的问题不在上述问法中，请换一种问法，重新提问。,1,2021/11/1 8:25,0,0,0,yunxiaomi,小保客服,0,,,,0,在线客服,
46942,,5e6c440364771b3ca9c210a2ce549f09,Guest_0nvxsd,1001,,,,,,,办事地点,0,2021/11/1 8:25,0,0,0,yunxiaomi,小保客服,0,,,,0,在线客服,
46943,,5e6c440364771b3ca9c210a2ce549f09,Guest_0nvxsd,1001,,,,,,,"请选择您想要咨询的问题：高额刷卡登记、办理地点?哪里可以办工伤保险？
我应该怎么办理工伤保险？?接续办理流程?如果您咨询的问题不在上述问法中，请换一种问法，重新提问。",1,2021/11/1 8:25,0,0,0,yunxiaomi,小保客服,0,,,,0,在线客服,
46944,,5e6c440364771b3ca9c210a2ce549f09,Guest_0nvxsd,1001,,,,,,,接续办理流程,0,2021/11/1 8:26,0,0,0,yunxiaomi,小保客服,0,,,,0,在线客服,
46945,,5e6c440364771b3ca9c210a2ce549f09,Guest_0nvxsd,1001,,,,,,,"1.原参保地医保经办机构出具的《基本医疗保险参保凭证》；
2.参保单位或参保人员在省医保网上经办大厅申请。
3.省医保服务大厅审核，打印《基本医疗保险关系转移接续联系函》通过内网数据建立的数据传输通道将《联系函》传递至参保地医保经办机构（省外为邮寄方式）。
4.原参保地医保经办机构出具的《参保人员基本医疗保险信息表》通过内网数据建立的数据传输通道传递至省医保服务大厅（省外为邮寄方式）。温馨提示：若该参保人员在原参保地有账户余额，原参保地将余额拨至省医疗保险基金专用账户，省医疗保险局收到款项后将对应金额注入参保人员个人账户中。",1,2021/11/1 8:26,0,0,0,yunxiaomi,小保客服,0,,,,0,在线客服,
46946,,5e6c440364771b3ca9c210a2ce549f09,Guest_0nvxsd,1001,,,,,,,经办机构地点,0,2021/11/1 8:26,0,0,0,yunxiaomi,小保客服,0,,,,0,在线客服,
46947,,5e6c440364771b3ca9c210a2ce549f09,Guest_0nvxsd,1001,,,,,,,您好，省医保服务大厅在二道区自由大路3999号。乘车路线为：（1）轨道交通：轻轨4号线海口路站下车；（2）公交路线： 20路、80路、125路、227路、271路临河街站，120路海口路站下车。电话咨询可拨打医保服务电话12393。,1,2021/11/1 8:26,0,0,0,yunxiaomi,小保客服,0,,,,0,在线客服,
46948,,oqJZ5xFU0E6nktUKxYCpnDfaP9OQ,随风,1001,,,,,,,个人参保凭证手机可以查到吗,0,2021/11/1 8:29,0,0,0,yunxiaomi,小保客服,0,,,,0,微信公众号,
46949,,oqJZ5xFU0E6nktUKxYCpnDfaP9OQ,随风,1001,,,,,,,抱歉，小保现有知识库中查询不到此问题。请换一种问法重新提问。如果仍不能找到您提问内容的对应问题，您可以输入“转人工”与我们的客服工作人员进行在线交流,1,2021/11/1 8:29,0,0,0,yunxiaomi,小保客服,0,,,,0,微信公众号,
46950,http://thirdwx.qlogo.cn/mmopen/Q3auHgzwzM4UrQ66Nu4bR4hlWrCjXRFpMibtjI6cMyR3E5DLia1vz3icbo8BVbpS4PbJaqqwanI0HAnvOe2s9rkLLyck80h73icHosC2OqpDynY/132,oqJZ5xFU0E6nktUKxYCpnDfaP9OQ,随风,1001010,,,0,,1600,720,转人工,0,2021/11/1 8:29,0,0,2959,jlsybzhuangxue,庄雪,0,,200,,0,微信公众号,
46951,http://thirdwx.qlogo.cn/mmopen/Q3auHgzwzM4UrQ66Nu4bR4hlWrCjXRFpMibtjI6cMyR3E5DLia1vz3icbo8BVbpS4PbJaqqwanI0HAnvOe2s9rkLLyck80h73icHosC2OqpDynY/132,oqJZ5xFU0E6nktUKxYCpnDfaP9OQ,随风,1001010,,,0,,1600,720,个人参保凭证手机可以查到吗,0,2021/11/1 8:30,0,0,2959,jlsybzhuangxue,庄雪,0,,200,,0,微信公众号,
46952,,oqJZ5xFU0E6nktUKxYCpnDfaP9OQ,随风,1001010,,,0,,,,您好，,1,2021/11/1 8:30,0,0,2959,jlsybzhuangxue,庄雪,0,,,,0,微信公众号,
46953,http://thirdwx.qlogo.cn/mmopen/Q3auHgzwzM4UrQ66Nu4bR4hlWrCjXRFpMibtjI6cMyR3E5DLia1vz3icbo8BVbpS4PbJaqqwanI0HAnvOe2s9rkLLyck80h73icHosC2OqpDynY/132,oqJZ5xFU0E6nktUKxYCpnDfaP9OQ,随风,1001010,,,0,,1600,720,你好,0,2021/11/1 8:30,0,0,2959,jlsybzhuangxue,庄雪,0,,200,,0,微信公众号,
46954,http://thirdwx.qlogo.cn/mmopen/Q3auHgzwzM4UrQ66Nu4bR4hlWrCjXRFpMibtjI6cMyR3E5DLia1vz3icbo8BVbpS4PbJaqqwanI0HAnvOe2s9rkLLyck80h73icHosC2OqpDynY/132,oqJZ5xFU0E6nktUKxYCpnDfaP9OQ,随风,1001010,,,0,,1600,720,个人参保凭证手机可以查到吗,0,2021/11/1 8:31,0,0,2959,jlsybzhuangxue,庄雪,0,,200,,0,微信公众号,
46955,,oqJZ5xFU0E6nktUKxYCpnDfaP9OQ,随风,1001010,,,0,,,,您好，请问是省医保参保人么？,1,2021/11/1 8:31,0,0,2959,jlsybzhuangxue,庄雪,0,,,,0,微信公众号,
46956,http://thirdwx.qlogo.cn/mmopen/Q3auHgzwzM4UrQ66Nu4bR4hlWrCjXRFpMibtjI6cMyR3E5DLia1vz3icbo8BVbpS4PbJaqqwanI0HAnvOe2s9rkLLyck80h73icHosC2OqpDynY/132,oqJZ5xFU0E6nktUKxYCpnDfaP9OQ,随风,1001010,,,0,,1600,720,对的,0,2021/11/1 8:32,0,0,2959,jlsybzhuangxue,庄雪,0,,200,,0,微信公众号,
46957,,DINGTALK_b81eGbJPyyjt1SQcTvxgfXYB_4000006000675370,曹宇,1001010,,,,,,,终止参保,0,2021/11/1 8:33,0,0,0,yunxiaomi,小保客服,0,,,,0,钉钉,
46958,,DINGTALK_b81eGbJPyyjt1SQcTvxgfXYB_4000006000675370,曹宇,1001010,,,,,,,请选择您想要咨询的问题：转移办理流程?定点机构无法为省直参保人提供服务怎么办?如何缴?如果您咨询的问题不在上述问法中，请换一种问法，重新提问。,1,2021/11/1 8:33,0,0,0,yunxiaomi,小保客服,0,,,,0,钉钉,
46959,,DINGTALK_b81eGbJPyyjt1SQcTvxgfXYB_4000006000675370,曹宇,1001010,,,,,,,停止参保,0,2021/11/1 8:33,0,0,0,yunxiaomi,小保客服,0,,,,0,钉钉,
46960,,DINGTALK_b81eGbJPyyjt1SQcTvxgfXYB_4000006000675370,曹宇,1001010,,,,,,,请选择您想要咨询的问题：转移办理流程?办理职工停保需要哪些材料?停保后卡内余额是否可以提现?如果您咨询的问题不在上述问法中，请换一种问法，重新提问。,1,2021/11/1 8:33,0,0,0,yunxiaomi,小保客服,0,,,,0,钉钉,
46961,http://thirdwx.qlogo.cn/mmopen/Q3auHgzwzM4UrQ66Nu4bR4hlWrCjXRFpMibtjI6cMyR3E5DLia1vz3icbo8BVbpS4PbJaqqwanI0HAnvOe2s9rkLLyck80h73icHosC2OqpDynY/132,oqJZ5xFU0E6nktUKxYCpnDfaP9OQ,随风,1001010,,,0,,1600,720,我的医保是磐石的，在吉林市大厅里没打出参保凭证,0,2021/11/1 8:34,0,0,2959,jlsybzhuangxue,庄雪,0,,200,,0,微信公众号,
46962,,DINGTALK_b81eGbJPyyjt1SQcTvxgfXYB_4000006000675370,曹宇,1001010,,,,,,,办理职工停保需要哪些材料,0,2021/11/1 8:34,0,0,0,yunxiaomi,小保客服,0,,,,0,钉钉,
46963,,DINGTALK_b81eGbJPyyjt1SQcTvxgfXYB_4000006000675370,曹宇,1001010,,,,,,,"1.《吉林省医疗工伤生育保险参保人员退（停）保登记表》；2.停保手续
2.1辞职提供：个人辞职申请书、辞去公职申请表、辞去公职批准文件及编制本减少页；
2.2调转统筹外提供：调转文件、调动审批呈报表、商调函、调动审批表及编制本减少页；
2.3违纪或法院判刑提供：法院的判决书、编制本减少页、纪检部门、上级主管单位或本单位出具的开除公职的红头文件；
2.4人员失踪提供：相关的减员手续、情况说明并加盖公章、刊登声明的报纸、编制本减少页；
2.5企业单位与编外合同制人员提供：解除劳动合同证明书或解除（终止）聘用合同备案名册。
",1,2021/11/1 8:34,0,0,0,yunxiaomi,小保客服,0,,,,0,钉钉,
46964,,DINGTALK_b81eGbJPyyjt1SQcTvxgfXYB_4000006000675370,曹宇,1001010,,,,,,,办理职工退保需要哪些材料,0,2021/11/1 8:35,0,0,0,yunxiaomi,小保客服,0,,,,0,钉钉,
46965,,DINGTALK_b81eGbJPyyjt1SQcTvxgfXYB_4000006000675370,曹宇,1001010,,,,,,,《居民医学死亡医学证明（推断）书》或《火化证》或户口注销登记页（死亡）《吉林省医疗工伤生育保险参保人员退保（停保）变更登记表》,1,2021/11/1 8:35,0,0,0,yunxiaomi,小保客服,0,,,,0,钉钉,
46966,,oqJZ5xFU0E6nktUKxYCpnDfaP9OQ,随风,1001010,,,0,,,,您好，身份证号,1,2021/11/1 8:38,0,0,2959,jlsybzhuangxue,庄雪,0,,,,0,微信公众号,
46967,,oqJZ5xC3Io3oosLFyr8qDqex-j8g,敦百哥伦比亚小魏,1001,,,,,,,敦化灵活就业医保现在用手机缴费为什么缴不上？,0,2021/11/1 8:40,0,0,0,yunxiaomi,小保客服,0,,,,0,微信公众号,
46968,,oqJZ5xC3Io3oosLFyr8qDqex-j8g,敦百哥伦比亚小魏,1001,,,,,,,请选择您想要咨询的问题：何时缴费?缴不上?如果您咨询的问题不在上述问法中，请换一种问法，重新提问。,1,2021/11/1 8:40,0,0,0,yunxiaomi,小保客服,0,,,,0,微信公众号,
46969,,oqJZ5xC3Io3oosLFyr8qDqex-j8g,敦百哥伦比亚小魏,1001,,,,,,,敦化灵活就业医保何时缴费？,0,2021/11/1 8:55,0,0,0,yunxiaomi,小保客服,0,,,,0,微信公众号,
46970,,oqJZ5xC3Io3oosLFyr8qDqex-j8g,敦百哥伦比亚小魏,1001,,,,,,,请选择您想要咨询的问题：何时缴费?如何缴?缴多少?如果您咨询的问题不在上述问法中，请换一种问法，重新提问。,1,2021/11/1 8:55,0,0,0,yunxiaomi,小保客服,0,,,,0,微信公众号,
46971,,2a6e68978d1572eefdf57ec7997ff36c,Guest_1gulst,1001,,,,,,,怎么进入注册页面,0,2021/11/1 8:57,0,0,0,yunxiaomi,小保客服,0,,,,0,在线客服,
46972,,2a6e68978d1572eefdf57ec7997ff36c,Guest_1gulst,1001,,,,,,,请选择您想要咨询的问题：医保官网网址是多少?如果您咨询的问题不在上述问法中，请换一种问法，重新提问。,1,2021/11/1 8:57,0,0,0,yunxiaomi,小保客服,0,,,,0,在线客服,
46973,,2a6e68978d1572eefdf57ec7997ff36c,Guest_1gulst,1001,,,,,,,注册页面,0,2021/11/1 8:57,0,0,0,yunxiaomi,小保客服,0,,,,0,在线客服,
46974,,2a6e68978d1572eefdf57ec7997ff36c,Guest_1gulst,1001,,,,,,,抱歉，小保现有知识库中查询不到此问题。请换一种问法重新提问。如果仍不能找到您提问内容的对应问题，您可以输入“转人工”与我们的客服工作人员进行在线交流,1,2021/11/1 8:57,0,0,0,yunxiaomi,小保客服,0,,,,0,在线客服,
46975,,2a6e68978d1572eefdf57ec7997ff36c,Guest_1gulst,1001,,,,,,,医保官网网址是多少,0,2021/11/1 8:57,0,0,0,yunxiaomi,小保客服,0,,,,0,在线客服,
46976,,2a6e68978d1572eefdf57ec7997ff36c,Guest_1gulst,1001,,,,,,,http://ybfw.ybj.jl.gov.cn,1,2021/11/1 8:57,0,0,0,yunxiaomi,小保客服,0,,,,0,在线客服,
46977,,oqJZ5xPHO2XTGRILB1sCdXMt_Vq4,娇娇,1001,,,,,,,查询证件信息,0,2021/11/1 9:06,0,0,0,yunxiaomi,小保客服,0,,,,0,微信公众号,
46978,,oqJZ5xPHO2XTGRILB1sCdXMt_Vq4,娇娇,1001,,,,,,,请选择您想要咨询的问题：信息管理部电话是多少?吉林省社会医疗保险管理局官方服务平台微信公众号?办理档案查询所需材料?如果您咨询的问题不在上述问法中，请换一种问法，重新提问。,1,2021/11/1 9:06,0,0,0,yunxiaomi,小保客服,0,,,,0,微信公众号,
46979,,a793fe7801b871dd50b6708d9c71ffa5,Guest_0rwd81,1001,,,,,,,医保卡没有进钱什么原因,0,2021/11/1 9:12,0,0,0,yunxiaomi,小保客服,0,,,,0,在线客服,
46980,,a793fe7801b871dd50b6708d9c71ffa5,Guest_0rwd81,1001,,,,,,,请选择您想要咨询的问题：人脸识别摄像头拍照?职工停保后卡内余额如何处理?医保缴费年限如何计算?如果您咨询的问题不在上述问法中，请换一种问法，重新提问。,1,2021/11/1 9:12,0,0,0,yunxiaomi,小保客服,0,,,,0,在线客服,
46981,,oqJZ5xMug1jpIWse4VDCmYdMevbI,吉林省曼妙商贸采购15944178146,1001,,,,,,,2021年农村合作医疗保险缴费是多少,0,2021/11/1 9:15,0,0,0,yunxiaomi,小保客服,0,,,,0,微信公众号,
46982,,oqJZ5xMug1jpIWse4VDCmYdMevbI,吉林省曼妙商贸采购15944178146,1001,,,,,,,请选择您想要咨询的问题：医保缴费年限如何计算?关于缴费基数上下限?关于基本医疗保险缴费基数申报表（附件2）的填报?如果您咨询的问题不在上述问法中，请换一种问法，重新提问。,1,2021/11/1 9:15,0,0,0,yunxiaomi,小保客服,0,,,,0,微信公众号,
46983,,oqJZ5xMug1jpIWse4VDCmYdMevbI,吉林省曼妙商贸采购15944178146,1001,,,,,,,关于缴费基数上下限,0,2021/11/1 9:16,0,0,0,yunxiaomi,小保客服,0,,,,0,微信公众号,
46984,,oqJZ5xMug1jpIWse4VDCmYdMevbI,吉林省曼妙商贸采购15944178146,1001,,,,,,,省直2020年7月1日起在岗职工社会平均工资按照2019年全省全口径城镇单位就业人员平均工资61061元执行，月平均工资为5088.42元。职工基本医疗保险个人月缴费基数上限调整为15265.26元，下限调整为3053.05元。此次缴费基数上、下限核定的执行周期为2020年7月1日至2021年6月30日。,1,2021/11/1 9:16,0,0,0,yunxiaomi,小保客服,0,,,,0,微信公众号,
46985,,oqJZ5xHkHFgdVYYzp2k-WygsnbOU,??深知你意 ???,1001,,,,,,,医疗保险怎么交付,0,2021/11/1 9:16,0,0,0,yunxiaomi,小保客服,0,,,,0,微信公众号,
46986,,oqJZ5xHkHFgdVYYzp2k-WygsnbOU,??深知你意 ???,1001,,,,,,,"请选择您想要咨询的问题：缴多少?办理医疗保险关系接续业务所需材料?哪里可以办工伤保险？
我应该怎么办理工伤保险？?如果您咨询的问题不在上述问法中，请换一种问法，重新提问。",1,2021/11/1 9:16,0,0,0,yunxiaomi,小保客服,0,,,,0,微信公众号,
46987,,oqJZ5xHkHFgdVYYzp2k-WygsnbOU,??深知你意 ???,1001,,,,,,,1,0,2021/11/1 9:16,0,0,0,yunxiaomi,小保客服,0,,,,0,微信公众号,
46988,,oqJZ5xHkHFgdVYYzp2k-WygsnbOU,??深知你意 ???,1001,,,,,,,抱歉，小保现有知识库中查询不到此问题。请换一种问法重新提问。如果仍不能找到您提问内容的对应问题，您可以输入“转人工”与我们的客服工作人员进行在线交流,1,2021/11/1 9:16,0,0,0,yunxiaomi,小保客服,0,,,,0,微信公众号,
46989,,oqJZ5xMug1jpIWse4VDCmYdMevbI,吉林省曼妙商贸采购15944178146,1001,,,,,,,长春市2022年农村合作医疗保险个人应缴费用是多少,0,2021/11/1 9:19,0,0,0,yunxiaomi,小保客服,0,,,,0,微信公众号,
46990,,oqJZ5xMug1jpIWse4VDCmYdMevbI,吉林省曼妙商贸采购15944178146,1001,,,,,,,请选择您想要咨询的问题：关于缴费基数上下限?谁来缴?医保缴费年限如何计算?如果您咨询的问题不在上述问法中，请换一种问法，重新提问。,1,2021/11/1 9:19,0,0,0,yunxiaomi,小保客服,0,,,,0,微信公众号,
46991,,oqJZ5xMug1jpIWse4VDCmYdMevbI,吉林省曼妙商贸采购15944178146,1001,,,,,,,2022年农村合作医疗个人缴费是多少,0,2021/11/1 9:20,0,0,0,yunxiaomi,小保客服,0,,,,0,微信公众号,
46992,,oqJZ5xMug1jpIWse4VDCmYdMevbI,吉林省曼妙商贸采购15944178146,1001,,,,,,,请选择您想要咨询的问题：谁来缴?医保缴费年限如何计算?关于缴费基数上下限?如果您咨询的问题不在上述问法中，请换一种问法，重新提问。,1,2021/11/1 9:20,0,0,0,yunxiaomi,小保客服,0,,,,0,微信公众号,
46993,,oqJZ5xPHO2XTGRILB1sCdXMt_Vq4,娇娇,1001,,,,,,,信息管理部电话是多少,0,2021/11/1 9:21,0,0,0,yunxiaomi,小保客服,0,,,,0,微信公众号,
46994,,oqJZ5xPHO2XTGRILB1sCdXMt_Vq4,娇娇,1001,,,,,,,信息管理部电话是：80575822、80575823,1,2021/11/1 9:21,0,0,0,yunxiaomi,小保客服,0,,,,0,微信公众号,
